34,35.102142
102,15.858765
183,336.68927
237,301.6404
301,292.61395
374,308.6011
435,344.7835
501,26.601685
643,63.665833
704,66.7319
784,66.531586
841,65.902435
901,65.970856
969,63.235382
1052,57.015167
1101,51.405243
1168,47.394836
1305,39.756805
1367,31.61789
1447,353.49026
1501,315.31635
1568,295.3447
1648,293.4109
1701,303.7771
1768,331.9752
1917,46.84247
1969,54.328552
2041,58.3927
2114,59.605347
2169,56.404785
2235,51.935608
2308,45.988953
2372,42.705048
2434,39.09619
2506,33.43454
2567,26.737427
2635,347.31342
2712,287.69983
2789,280.39313
2835,280.6081
2901,288.29617
2973,310.41153
3055,348.08484
3105,24.83432
3174,46.758972
3243,53.535095
3301,56.041748
3403,54.391724
3442,54.390137
3501,54.194458
3586,50.38565
3640,44.333862
3702,38.15213
3775,33.49637
3848,29.8443
3905,26.082397
3970,9.939392
4053,299.51447
4105,285.28925
4168,278.6789
4247,279.15933
4306,288.74713
4368,304.8963
4448,338.99216
4511,15.763062
4568,42.36029
4639,56.061646
4710,59.825592
4768,59.340576
4835,57.17755
4910,52.975433
4967,48.70227
5104,38.319244
5170,34.80667
5234,33.282013
5310,31.81427
5369,19.579163
5435,341.59766
5517,288.17108
5572,277.86365
5635,277.50305
5701,287.71613
5771,328.43652
5843,15.298187
5902,41.378723
5982,56.75995
6035,60.94171
6111,59.477264
6194,57.271393
6238,57.965668
6301,56.493988
6389,51.011078
6445,46.680206
6501,42.89206
6571,39.853363
6661,34.572876
6703,14.766754
6773,331.1538
6847,295.41965
6903,291.56366
6969,306.3214
7039,348.91214
7106,20.384644
7181,39.920135
7247,52.72751
7301,55.829865
7367,54.513428
7503,52.67578
7571,49.87033
7637,44.908264
7703,38.322968
7767,34.63864
7834,31.586548
7905,30.164032
7968,24.230469
8043,346.44962
8103,275.80753
8168,263.711
8234,267.3182
8320,298.58685
8370,345.4116
8437,19.848053
8510,39.72699
8570,46.84787
8636,49.32373
8702,49.11908
8769,48.299896
8835,48.293945
8901,45.25885
8998,35.39737
9038,32.0791
9104,27.577332
9177,23.76239
9239,20.826874
9301,9.376709
9390,306.95706
9460,273.75305
9501,264.67325
9571,272.09836
9641,313.44678
9703,358.88776
9767,24.412292
9847,39.886932
9904,44.968994
9967,45.715393
10039,42.25479
10118,43.069214
10168,40.66754
10245,34.69986
10306,30.68692
10372,28.76242
10442,25.142853
10524,19.912964
10570,14.486145
10637,352.0902
10714,289.63452
10768,275.46002
10835,275.17535
10933,306.22293
10974,337.4055
11034,13.607758
11106,31.487854
11174,43.571625
11236,47.256287
11321,44.206177
11374,38.84445
11436,38.86914
11501,35.03479
11572,25.192322
11634,19.234222
11704,14.393768
11771,12.864899
11834,14.971436
11902,8.25177
11991,295.74994
12034,277.65768
12103,276.68683
12176,310.21375
12241,359.62265
12303,25.225616
12380,37.66446
12446,45.917114
12503,48.48059
12567,47.733643
12637,45.49829
12701,43.419586
12768,38.763367
12848,32.535828
12912,28.080872
12977,22.876678
13048,18.316833
13113,9.348999
13168,329.21063
13241,294.4672
13316,282.1676
13375,292.81516
13435,318.66592
13523,18.696838
13567,32.905853
13636,44.665985
13703,50.56476
13772,51.310333
13841,49.306244
13911,47.02588
13982,44.489502
14038,40.57901
14134,33.69458
14238,26.262634
14304,21.124207
14376,17.015259
14438,6.293701
14512,314.6214
14595,272.7327
14640,276.3427
14702,290.8212
14780,334.73035
14848,13.689606
14901,33.468628
14986,43.77182
15041,45.97235
15102,45.207977
15185,43.975525
15258,41.354553
15301,36.527008
15372,31.511322
15442,23.378265
15500,17.599762
15569,8.9496155
15637,348.7013
15705,296.43613
15841,278.48633
15925,313.23108
15968,334.59137
16039,4.86322
16116,29.889404
16171,38.611023
16257,45.763397
16314,49.489227
16368,45.60794
16434,41.337555
16506,33.31906
16568,28.359741
16635,22.209991
16709,17.255646
16768,16.461365
16833,13.694397
16908,356.33588
16978,315.69894
17035,288.64056
17108,295.0121
17173,315.60242
17234,346.47894
17300,13.82962
17371,33.154175
17434,41.243073
17501,45.729797
17574,47.497498
17642,45.890167
17700,46.130707
17773,41.788086
17839,36.140503
17900,29.73523
17979,24.049835
18049,16.571228
18101,10.980225
18199,334.3442
18236,304.6267
18302,282.5324
18368,281.6985
18439,316.18497
18530,0.41333008
18568,16.840363
18637,37.71695
18705,42.271484
18768,42.575714
18834,42.20337
18903,38.877167
18970,37.134766
19033,29.672058
19104,24.347015
19168,21.0849
19235,17.417694
19305,12.923889
19379,356.445
19433,301.03558
19508,266.0116
19573,264.94882
19637,279.802
19713,321.4334
19778,9.371094
19835,31.64972
19902,42.503937
19980,50.486816
20053,53.06555
20115,55.206055
20192,55.929413
20259,53.572754
20300,49.98288
20382,42.46353
20443,37.85956
20501,32.926727
20591,27.013733
20646,23.208069
20702,10.30423
20767,322.16058
20870,265.61707
20901,267.48798
20967,284.8393
21053,331.77115
21118,11.199371
21168,32.509857
21237,46.705933
21324,55.239502
21367,55.533142
21505,52.95465
21567,51.90445
21645,45.913605
21715,40.46982
21767,34.670868
21834,27.892029
21911,19.245178
21968,10.649017
22035,342.0491
22105,289.3748
22169,283.26746
22233,299.94836
22304,344.94513
22367,14.335541
22434,30.317596
22516,43.011963
22573,49.550842
22636,53.227264
22703,54.473083
22774,52.053497
22834,46.63272
22901,41.206116
22983,34.71924
23035,29.820984
23102,25.972656
23188,18.474762
23247,4.1049805
23302,323.04633
23412,280.4555
23443,284.93787
23505,311.07138
23582,9.111633
23640,27.936829
23701,39.27719
23768,45.82782
23848,48.00058
23912,45.935516
23971,46.60089
