2,1,1,2,0,107,357
2,203.153522,1,2,0,107,357
2,405.3070439,1,2,0,108,362
2,607.4605659,1,2,0,109,360
2,809.6140879,1,2,0,110,360
2,1011.76761,1,2,0,110,360
2,1213.921132,1,2,0,108,359
2,1416.074654,1,2,0,108,359
2,1618.228176,1,2,0,108,360
2,1820.381698,1,2,0,101,363
2,2022.53522,1,2,0,101,361
2,2224.688742,1,2,0,109,357
2,2426.842264,1,2,0,110,354
2,2628.995786,1,2,0,110,354
2,2831.149308,1,2,0,110,357
2,3033.30283,1,2,0,110,357
2,3235.456352,1,2,0,110,357
2,3437.609874,1,2,0,110,357
2,3639.763396,1,2,0,109,357
2,3841.916918,1,2,0,109,357
2,4044.070439,1,2,0,109,356
2,4246.223961,1,2,0,109,356
2,4448.377483,1,2,0,108,356
2,4650.531005,1,2,0,108,356
2,4852.684527,1,2,0,108,356
2,5054.838049,1,2,0,108,356
2,5256.991571,1,2,0,108,356
2,5459.145093,1,2,0,107,356
2,5661.298615,1,2,0,107,356
2,5863.452137,1,2,0,107,355
2,6065.605659,1,2,0,107,355
2,6267.759181,1,2,0,106,355
2,6469.912703,1,2,0,106,355
2,6672.066225,1,2,0,106,355
2,6874.219747,1,2,0,115,357
2,7076.373269,1,2,0,123,359
2,7278.526791,1,2,0,132,361
2,7480.680313,1,2,0,140,362
2,7682.833835,1,2,0,149,364
2,7884.987357,1,2,0,157,366
2,8087.140879,1,2,0,171,370
2,8289.294401,1,2,0,184,375
2,8491.447923,1,2,0,198,379
2,8693.601445,1,2,0,211,383
2,8895.754967,1,2,0,225,388
2,9097.908489,1,2,0,238,392
2,9300.062011,1,2,0,261,398
2,9502.215533,1,2,0,284,404
2,9704.369055,1,2,0,306,409
2,9906.522577,1,2,0,329,415
2,10108.6761,1,2,0,352,421
2,10310.82962,1,2,0,367,422
2,10512.98314,1,2,0,382,423
2,10715.13666,1,2,0,397,424
2,10917.29019,1,2,0,411,424
2,11119.44371,1,2,0,426,425
2,11321.59723,1,2,0,441,426
2,11523.75075,1,2,0,456,427
2,11725.90427,1,2,0,462,433
2,11928.0578,1,2,0,467,438
2,12130.21132,1,2,0,473,444
2,12332.36484,1,2,0,478,449
2,12534.51836,1,2,0,484,455
2,12736.67188,1,2,0,489,460
2,12938.82541,1,2,0,489,464
2,13140.97893,1,2,0,489,468
2,13343.13245,1,2,0,490,471
2,13545.28597,1,2,0,490,475
2,13747.43949,1,2,0,490,479
2,13949.59302,1,2,0,491,479
2,14151.74654,1,2,0,492,479
2,14353.90006,1,2,0,494,479
2,14556.05358,1,2,0,495,479
2,14758.2071,1,2,0,496,479
2,14960.36063,1,2,0,497,479
2,15162.51415,1,2,0,498,479
2,15364.66767,1,2,0,499,479
2,15566.82119,1,2,0,501,479
2,15768.97471,1,2,0,502,479
2,15971.12824,1,2,0,503,479
2,16173.28176,1,2,0,504,479
2,16375.43528,1,2,0,505,479
2,16577.5888,1,2,0,507,479
2,16779.74232,1,2,0,508,478
2,16981.89585,1,2,0,509,478
2,17184.04937,1,2,0,510,478
2,17386.20289,1,2,0,511,478
2,17588.35641,1,2,0,512,478
2,17790.50993,1,2,0,514,478
2,17992.66346,1,2,0,515,478
2,18194.81698,1,2,0,516,478
2,18396.9705,1,2,0,517,478
2,18599.12402,1,2,0,518,478
2,18801.27754,1,2,0,519,478
2,19003.43107,1,2,0,521,478
2,19205.58459,1,2,0,522,478
2,19407.73811,1,2,0,523,478
2,19609.89163,1,2,0,518,478
2,19812.04515,1,2,0,513,478
2,20014.19868,1,2,0,508,478
2,20216.3522,1,2,0,503,477
2,20418.50572,1,2,0,498,477
2,20620.65924,1,2,0,493,477
2,20822.81276,1,2,0,485,477
2,21024.96629,1,2,0,476,477
2,21227.11981,1,2,0,468,477
2,21429.27333,1,2,0,459,477
2,21631.42685,1,2,0,451,478
2,21833.58037,1,2,0,442,478
2,22035.7339,1,2,0,434,478
2,22237.88742,1,2,0,425,478
2,22440.04094,1,2,0,417,478
2,22642.19446,1,2,0,408,478
2,22844.34798,1,2,0,400,478
2,23046.50151,1,2,0,391,478
2,23248.65503,1,2,0,383,478
2,23450.80855,1,2,0,374,478
2,23652.96207,1,2,0,366,479
2,23855.11559,1,2,0,357,479
2,24057.26911,1,2,0,349,479
2,24259.42264,1,2,0,340,479
2,24461.57616,1,2,0,332,479
2,24663.72968,1,2,0,339,478
2,24865.8832,1,2,0,345,478
2,25068.03672,1,2,0,352,477
2,25270.19025,1,2,0,358,476
2,25472.34377,1,2,0,365,476
2,25674.49729,1,2,0,371,475
2,25876.65081,1,2,0,385,469
2,26078.80433,1,2,0,398,463
2,26280.95786,1,2,0,412,457
2,26483.11138,1,2,0,426,450
2,26685.2649,1,2,0,439,444
2,26887.41842,1,2,0,453,438
2,27089.57194,1,2,0,464,429
2,27291.72547,1,2,0,475,419
2,27493.87899,1,2,0,486,410
2,27696.03251,1,2,0,497,400
2,27898.18603,1,2,0,508,391
2,28100.33955,1,2,0,519,381
2,28302.49308,1,2,0,530,366
2,28504.6466,1,2,0,541,351
2,28706.80012,1,2,0,552,337
2,28908.95364,1,2,0,563,322
2,29111.10716,1,2,0,574,307
2,29313.26069,1,2,0,585,292
2,29515.41421,1,2,0,589,284
2,29717.56773,1,2,0,592,276
2,29919.72125,1,2,0,596,268
2,30121.87477,1,2,0,600,260
2,30324.0283,1,2,0,603,251
2,30526.18182,1,2,0,607,243
2,30728.33534,1,2,0,610,235
2,30930.48886,1,2,0,614,227
2,31132.64238,1,2,0,615,221
2,31334.79591,1,2,0,617,216
2,31536.94943,1,2,0,618,210
2,31739.10295,1,2,0,620,205
2,31941.25647,1,2,0,621,199
2,32143.40999,1,2,0,622,193
2,32345.56352,1,2,0,624,188
2,32547.71704,1,2,0,625,182
2,32749.87056,1,2,0,624,179
2,32952.02408,1,2,0,624,176
2,33154.1776,1,2,0,623,173
2,33356.33113,1,2,0,623,170
2,33558.48465,1,2,0,622,168
2,33760.63817,1,2,0,621,165
2,33962.79169,1,2,0,621,162
2,34164.94521,1,2,0,620,159
2,34367.09874,1,2,0,620,156
2,34569.25226,1,2,0,619,153
2,34771.40578,1,2,0,617,151
2,34973.5593,1,2,0,614,149
2,35175.71282,1,2,0,612,148
2,35377.86635,1,2,0,609,146
2,35580.01987,1,2,0,607,144
2,35782.17339,1,2,0,604,142
2,35984.32691,1,2,0,602,141
2,36186.48043,1,2,0,599,139
2,36388.63396,1,2,0,597,137
2,36590.78748,1,2,0,588,130
2,36792.941,1,2,0,579,123
2,36995.09452,1,2,0,570,116
2,37197.24804,1,2,0,560,108
2,37399.40157,1,2,0,551,101
2,37601.55509,1,2,0,542,94
2,37803.70861,1,2,0,531,89
2,38005.86213,1,2,0,520,84
2,38208.01565,1,2,0,509,78
2,38410.16918,1,2,0,498,73
2,38612.3227,1,2,0,487,68
2,38814.47622,1,2,0,476,63
2,39016.62974,1,2,0,465,57
