1,1,517,46
1,205.7292683,517,47
1,410.4585366,517,48
1,615.1878049,518,48
1,819.9170732,518,49
1,1024.646341,518,50
1,1229.37561,518,49
1,1434.104878,518,49
1,1638.834146,519,48
1,1843.563415,519,48
1,2048.292683,519,47
1,2253.021951,515,46
1,2457.75122,511,46
1,2662.480488,507,45
1,2867.209756,503,45
1,3071.939024,499,44
1,3276.668293,490,41
1,3481.397561,480,37
1,3686.126829,471,34
1,3890.856098,461,30
1,4095.585366,452,27
1,4300.314634,445,25
1,4505.043902,438,24
1,4709.773171,432,22
1,4914.502439,425,21
1,5119.231707,418,19
1,5323.960976,416,20
1,5528.690244,413,20
1,5733.419512,411,21
1,5938.14878,408,21
1,6142.878049,406,22
1,6347.607317,404,23
1,6552.336585,401,23
1,6757.065854,399,24
1,6961.795122,396,24
1,7166.52439,394,25
1,7371.253659,404,35
1,7575.982927,414,45
1,7780.712195,423,54
1,7985.441463,433,64
1,8190.170732,443,74
1,8394.9,454,83
1,8599.629268,466,93
1,8804.358537,477,102
1,9009.087805,489,112
1,9213.817073,500,121
1,9418.546341,509,126
1,9623.27561,518,130
1,9828.004878,527,135
1,10032.73415,536,139
1,10237.46341,545,144
1,10442.19268,554,154
1,10646.92195,562,164
1,10851.65122,571,173
1,11056.38049,579,183
1,11261.10976,588,193
1,11465.83902,594,200
1,11670.56829,600,207
1,11875.29756,605,213
1,12080.02683,611,220
1,12284.7561,617,227
1,12489.48537,620,232
1,12694.21463,624,237
1,12898.9439,627,241
1,13103.67317,631,246
1,13308.40244,634,251
1,13513.13171,635,251
1,13717.86098,636,251
1,13922.59024,637,251
1,14127.31951,638,251
1,14332.04878,639,251
1,14536.77805,638,251
1,14741.50732,637,251
1,14946.23659,637,251
1,15150.96585,636,251
1,15355.69512,635,251
1,15560.42439,631,254
1,15765.15366,627,256
1,15969.88293,623,259
1,16174.6122,619,261
1,16379.34146,615,264
1,16584.07073,610,266
1,16788.8,606,267
1,16993.52927,601,269
1,17198.25854,597,270
1,17402.9878,592,272
1,17607.71707,583,267
1,17812.44634,573,262
1,18017.17561,564,258
1,18221.90488,554,253
1,18426.63415,545,248
1,18631.36341,536,242
1,18836.09268,527,236
1,19040.82195,519,230
1,19245.55122,510,224
1,19450.28049,501,218
1,19655.00976,485,203
1,19859.73902,468,188
1,20064.46829,452,174
1,20269.19756,435,159
1,20473.92683,419,144
1,20678.6561,396,137
1,20883.38537,373,131
1,21088.11463,350,124
1,21292.8439,327,118
1,21497.57317,304,111
1,21702.30244,293,108
1,21907.03171,281,105
1,22111.76098,270,101
1,22316.49024,258,98
1,22521.21951,247,95
1,22725.94878,233,96
1,22930.67805,220,98
1,23135.40732,206,99
1,23340.13659,193,101
1,23544.86585,179,102
1,23749.59512,178,102
1,23954.32439,177,101
1,24159.05366,176,101
1,24363.78293,175,100
1,24568.5122,174,100
1,24773.24146,170,102
1,24977.97073,166,104
1,25182.7,163,105
1,25387.42927,159,107
1,25592.15854,155,109
1,25796.8878,155,111
1,26001.61707,156,113
1,26206.34634,156,116
1,26411.07561,157,118
1,26615.80488,157,120
1,26820.53415,160,126
1,27025.26341,163,132
1,27229.99268,166,137
1,27434.72195,169,143
1,27639.45122,172,149
1,27844.18049,186,155
1,28048.90976,200,161
1,28253.63902,214,168
1,28458.36829,228,174
1,28663.09756,242,180
1,28867.82683,264,184
1,29072.5561,286,188
1,29277.28537,308,193
1,29482.01463,330,197
1,29686.7439,352,201
1,29891.47317,376,206
1,30096.20244,400,211
1,30300.93171,425,217
1,30505.66098,449,222
1,30710.39024,473,227
1,30915.11951,488,230
1,31119.84878,504,233
1,31324.57805,519,237
1,31529.30732,535,240
1,31734.03659,550,243
1,31938.76585,555,243
1,32143.49512,560,244
1,32348.22439,566,244
1,32552.95366,571,245
1,32757.68293,576,245
1,32962.4122,583,246
1,33167.14146,590,247
1,33371.87073,597,248
1,33576.6,604,249
1,33781.32927,611,250
1,33986.05854,615,252
1,34190.7878,618,254
1,34395.51707,622,256
1,34600.24634,625,258
1,34804.97561,629,260
1,35009.70488,631,259
1,35214.43415,632,258
1,35419.16341,634,257
1,35623.89268,635,256
1,35828.62195,637,255
1,36033.35122,637,255
1,36238.08049,637,254
1,36442.80976,638,254
1,36647.53902,638,253
1,36852.26829,638,253
1,37056.99756,638,253
1,37261.72683,638,253
1,37466.4561,637,253
1,37671.18537,637,253
1,37875.91463,637,253
1,38080.6439,634,253
1,38285.37317,632,252
1,38490.10244,629,252
1,38694.83171,627,251
