12, 9.211878, 0, 0
53, 9.067603, 0, 0
93, 9.134756, 0, 0
134, 9.287369, 0, 0
174, 9.496479, 0, 0
214, 9.871482, 0, 0
254, 9.80787, 0, 0
294, 7.469975, 0, 0
429, 5.677267, 0, 0
429, 6.105274, 0, 0
430, 11.300564, 0, 0
443, 17.642741, 0, 0
473, 19.884406, 0, 0
506, 19.99479, 0, 0
536, 19.970179, 0, 0
564, 19.00652, 0, 0
604, 10.29455, 0, 0
647, 3.996499, 0, 0
684, 5.851299, 0, 0
724, 2.188854, 0, 0
764, 3.913072, 0, 0
804, 2.458501, 0, 0
844, 0.890025, 0, 0
884, 3.107201, 0, 0
924, 6.936141, 0, 0
964, 10.847964, 0, 0
1004, 12.091272, 0, 0
1044, 19.465803, 0, 0
1084, 9.583906, 0, 0
1124, 10.069012, 0, 0
1164, 7.156206, 0, 0
1204, 5.531287, 0, 0
1244, 8.290866, 0, 0
1284, 10.850519, 0, 0
1324, 8.801369, 0, 0
1364, 8.845952, 0, 0
1404, 9.872873, 0, 0
1444, 9.071326, 0, 0
1484, 9.206973, 0, 0
1524, 9.310671, 0, 0
1564, 8.95318, 0, 0
1604, 9.294089, 0, 0
1644, 9.412251, 0, 0
1684, 9.095925, 0, 0
1724, 9.515048, 0, 0
1764, 9.768742, 0, 0
1804, 9.211324, 0, 0
1844, 9.2404, 0, 0
1884, 9.138381, 0, 0
1924, 9.504651, 0, 0
1964, 9.145939, 0, 0
2004, 9.277937, 0, 0
2044, 9.248557, 0, 0
2084, 9.283254, 0, 0
2142, 9.622918, 0, 0
2185, 9.511188, 0, 0
2215, 10.298001, 0, 0
2244, 9.939915, 0, 0
2284, 9.977962, 0, 0
2324, 9.985452, 0, 0
2364, 9.757913, 0, 0
2404, 8.856808, 0, 0
2444, 8.526968, 0, 0
2484, 9.120438, 0, 0
2524, 8.923864, 0, 0
2564, 8.884905, 0, 0
2604, 8.703093, 0, 0
2644, 8.556798, 0, 0
2684, 8.940532, 0, 0
2724, 10.848109, 0, 0
2764, 9.689976, 0, 0
2804, 9.996416, 0, 0
2844, 9.144205, 0, 0
2884, 9.148677, 0, 0
2924, 9.290216, 0, 0
2964, 9.57588, 0, 0
3004, 9.235047, 0, 0
3044, 9.251073, 0, 0
3084, 9.241232, 0, 0
3124, 9.308159, 0, 0
3164, 9.399135, 0, 0
3204, 9.316258, 0, 0
3244, 9.319035, 0, 0
3284, 9.217032, 0, 0
3324, 9.25387, 0, 0
3364, 9.401375, 0, 0
3404, 9.223963, 0, 0
3444, 9.325652, 0, 0
3484, 9.345861, 0, 0
3524, 9.478647, 0, 0
3564, 9.618474, 0, 0
3604, 9.770385, 0, 0
3645, 9.579599, 0, 0
3684, 9.582852, 0, 0
3726, 9.746308, 0, 0
3859, 8.955739, 0, 0
3860, 8.438836, 0, 0
3861, 8.845501, 0, 0
3884, 8.98846, 0, 0
3913, 9.051989, 0, 0
3946, 9.122319, 0, 0
