0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.009947184 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 0,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.019894367 1,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.014920776 1,7,0.004973592 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.009947184 1,7,0.009947184 0,8,0.0 0,9,0.014920776 0,10,0.0 0,11,0.0 0,12,0.004973592 
0,1,0.034815144 0,2,0.0 0,3,0.0 0,4,0.0 0,5,0.02486796 0,6,0.009947184 1,7,0.014920776 0,8,0.0 0,9,0.014920776 1,10,0.0 0,11,0.0 0,12,0.004973592 
