0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.019894367 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.019894367 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.02486796 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.019894367 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.014920776 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.014920776 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.014920776 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
0,1,0.014920776 0,2,0.0 0,3,0.029841552 0,4,0.014920776 0,5,0.0 0,6,0.0 0,7,0.0 0,8,0.0 0,9,0.0 0,10,0.034815144 0,11,0.0 0,12,0.0 
