40,13.420830466929685,1.5251064,-0.30885202,13.330317
100,8.85093972871936,2.372654,0.26874915,8.522759
160,6.658760422895701,3.2124202,-0.1340753,5.831078
221,7.668302384257416,5.2223525,-0.85054016,5.5503583
282,8.25535468791517,7.2382703,-0.8146271,3.8851907
364,9.481250001565012,8.342596,-2.1110873,3.9797618
420,10.34022528592416,9.476849,-3.2746694,2.5270798
470,10.812789756980736,9.83957,-4.4400473,0.6206968
639,11.38288813794976,9.9473095,-5.0996494,-2.1481974
664,12.405134131861574,10.184934,-5.506664,-4.453215
699,12.70244134239667,9.751583,-2.9652188,-7.5806413
722,10.309303667541766,9.9928,-0.2753332,-2.5198972
759,9.358913286149917,9.14226,-0.15382746,-1.9961656
819,10.227252499753364,9.431957,-1.1935096,-3.7696705
879,9.509356530906084,9.039309,-0.9792285,-2.7856536
939,9.756205052478196,9.36492,-0.3513491,-2.7126305
999,9.669454460981639,9.24521,-0.55485624,-2.7778726
1059,10.236049882826388,9.267356,-0.31304187,-4.335301
1121,10.83889250496378,9.710283,-0.9187749,-4.727351
1182,12.078883099208436,10.304645,-2.4504654,-5.805939
1239,12.866471019779143,12.003929,-4.0186677,-2.3026235
1299,13.097073630895473,12.330139,-4.2419267,1.2276269
1360,11.854846307275814,10.920552,-3.8492777,2.5420437
1419,12.45454874866597,7.3232646,-5.2846017,8.576629
1480,11.339158767840834,1.335366,-3.3800142,10.740988
1540,13.15892743441533,-1.7950528,-0.047884032,13.03583
1600,13.482412123007588,-2.598906,2.669535,12.957419
1661,15.993208238928178,-3.5170822,5.9801173,14.410102
1731,13.516084189469181,-5.9717374,7.992444,9.118318
1780,8.010208220017333,-5.305551,3.1441853,5.1116204
1841,16.33983481470974,8.5622635,4.2874165,13.239936
1901,18.66366924058487,7.65127,0.8170213,17.00362
1960,13.588957395004254,4.646547,0.09935937,12.769475
2030,9.767644842507114,2.8485014,0.8678981,9.3026705
2082,9.378046051324766,2.28347,0.66259533,9.0716305
2142,9.43252237710534,0.78649527,-0.8415619,9.361927
2202,9.981701731764469,-0.08559271,-1.4041992,9.882068
2262,9.580456898315486,-0.12749124,-1.0013748,9.527127
2323,10.693760695506551,0.9091981,-0.4973954,10.643424
2411,10.420909647293954,0.51116204,-0.8367735,10.374675
2468,10.093674976460592,1.0127473,-0.3184288,10.03769
2508,10.01188153798969,0.93852705,-0.47884035,9.956287
2562,9.692032016023827,1.0139444,-0.39683893,9.630676
2622,9.277082188591677,0.557849,0.047285482,9.260174
2681,11.480794050189903,1.2749124,0.07062895,11.409568
2742,10.682211575378851,3.5302503,0.3812766,10.0748005
2802,9.437516329005152,4.9901147,-0.13467385,8.009203
2860,5.822993824015207,2.111686,-1.8016368,5.118803
2922,8.132162155967535,6.6085954,0.36511576,4.724957
2983,14.128945702232208,5.781997,-3.232771,12.479776
3043,18.15243949556631,6.0280013,-4.457405,16.531963
3102,17.95821307006691,6.7492547,-3.430891,16.284163
3163,16.471448952979845,6.0609217,-3.141791,14.990097
3222,13.65031016927914,4.6273932,-3.3039982,12.409746
3283,13.439856433241847,4.03004,-3.1268275,12.434286
3343,11.058378721937478,3.9240966,-4.542998,9.287108
3403,7.771004229955854,3.9713821,-4.282628,5.1259856
3463,6.503139250441273,5.884948,-1.769315,2.1278467
3522,7.085322992593879,6.464943,-1.894412,2.1948843
3583,8.384266428886786,7.1963716,-4.109049,1.2743138
3647,10.286909975685589,8.589199,-5.1062336,-2.4438813
4050,11.542510361492758,9.107543,-5.397129,-4.5992613
4080,11.842558073306838,9.190742,-5.485116,-5.068525
4115,13.093149609453338,10.199299,-4.496909,-6.8689647
4135,9.155790383320358,8.880095,-1.7579426,-1.3718776
4167,9.44934851671763,8.548497,-1.2162545,-3.8385038
4184,9.468755581622183,8.686762,-2.3385365,-2.954445
4208,9.863707611426792,9.221268,-1.4083891,-3.205836
4232,9.32085892205319,8.9363575,-1.4598645,-2.2110453
4256,9.52343173754304,9.003395,-1.1821371,-2.8700492
4281,9.810371362471749,9.081805,-1.520318,-3.3842041
4311,10.011661688592772,9.363723,-1.2904748,-3.2998085
4362,10.143236037549256,9.191938,-1.5849615,-3.9851487
4422,11.440217776354087,8.548497,-3.1399956,-6.9240313
4482,13.54830207666753,10.213664,-4.5783124,-7.633912
4542,15.491317602606674,12.610859,-6.4110737,-6.3123126
4603,15.582596548378472,12.421119,-9.396643,0.48602295
4723,15.849726896043745,7.3789296,-4.7961845,13.181876
4784,8.831030175236958,-1.9746178,-1.7124528,8.435371
4843,14.146815929681813,-6.3727665,-0.055066638,12.6300125
4903,13.195166327740521,-5.0906715,3.7822402,11.571177
4965,13.721138168570018,-6.989872,8.008006,8.676587
5023,12.942296861118017,-5.6126075,6.43322,9.727043
5088,11.83986762226659,3.3794158,6.6295447,9.209297
5145,14.865552425075606,4.0360255,2.504335,14.086286
5204,14.11332714597357,2.8814218,-0.7218518,13.797186
5263,12.225061547170538,2.6659436,-0.63087213,11.914146
5324,9.61341066875578,1.4101849,-0.12689269,9.508572
5383,9.253011669125506,1.0283096,0.055066638,9.19553
5447,9.563632498174298,0.4309563,-0.47524905,9.54209
5504,10.616982541322372,0.2896984,-0.9163807,10.573393
5564,10.440145000223518,0.28790274,-0.81881696,10.404003
5624,10.00429048580383,0.3866636,-0.21068975,9.994595
5685,10.096803527855483,-0.15263036,-0.30765492,10.090961
5744,9.831029165923542,-0.36870706,-0.40821138,9.815628
5804,9.873303747967379,-0.41718966,-0.66618663,9.841965
5864,10.01713174997501,-0.061650693,-0.842759,9.981427
5924,10.503448268084178,1.6352397,-0.50038815,10.363302
5987,13.55482319032537,5.601235,1.4263457,12.260707
6045,12.30294918835985,6.9366007,3.0579941,9.689933
6105,9.74122412892371,3.7720647,2.3834279,8.659229
6165,19.74580497927235,2.006341,-1.1737574,19.608511
6226,15.575211440880333,0.37828386,0.7206547,15.553931
6285,11.28029197772289,1.1109096,2.7569232,10.881647
6347,6.816918090232598,1.7010803,4.6621094,4.673482
6406,8.430084628033038,2.938284,2.8628666,7.3645644
6466,8.383187563131104,5.125387,1.7579426,6.3967085
6527,9.36734828803329,6.9904704,-0.6254852,6.203975
6586,9.818539309188221,9.320028,-1.6813282,2.5911248
6646,13.025175365016,12.621633,-3.180697,-0.48243165
6706,12.613295353635822,12.026673,-3.6008794,-1.2198458
6766,10.58320500338991,7.041347,-7.873931,-0.65182143
6830,9.303029966194186,7.832032,-3.0101101,-4.018069
6886,14.955262867382864,9.4972,-1.1019313,-11.499949
6948,10.789384957017637,10.144831,-3.4680011,-1.2108675
7007,10.579620834083803,9.097966,0.9343372,-5.3181205
7067,9.39932840097451,8.950723,-0.3333926,-2.8496985
7126,9.440880136426461,8.974665,-0.3465607,-2.9095535
7187,9.494325501434984,9.121908,0.12629414,-2.6300306
7247,9.299674463549831,8.896255,0.78769237,-2.5923219
7307,9.113250658104896,8.705916,-0.017956512,-2.6940753
7367,9.702623367161264,9.184756,-0.38187516,-3.1040826
7427,9.851031561468558,8.899248,-1.4000094,-3.9857473
7487,10.54580498259629,7.1059904,-1.3281834,-7.678205
7547,12.146550305525919,10.2896805,-3.8845923,-5.1547165
7607,14.032065176546922,12.173319,-5.0763063,-4.7896004
7668,14.18304008330503,12.012907,-7.489063,-0.87328506
7727,13.494326388525899,12.146982,-5.1463366,2.8395233
7787,12.938448537324518,7.365163,-3.550601,10.027515
7847,14.014228450173317,5.916671,0.09636662,12.703634
7908,12.890944324324602,5.04159,3.0304608,11.47062
7967,12.349313611319996,-2.1631613,0.8002619,12.132018
8028,11.081714853708176,-2.232593,3.5122938,10.270527
8088,9.965693031906557,-6.172252,3.3865983,7.053318
8148,8.615175129517624,-5.881955,2.178125,5.905897
