1
12352600,0.351000
12401100,0.214000
12424900,1.572000
12430301,1.380000
12430900,0.280000
12431000,0.664000
12432600,0.519000
12432900,1.301000
12433000,0.704000
12433800,0.467000
12434701,1.445000
12441601,2.150000
12441700,1.783000
12450200,0.931000
12450701,0.253000

2
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

3
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

4
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

5
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

6
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

7
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

8
12352600,none
12401100,none
12424900,none
12430301,none
12430900,none
12431000,none
12432600,none
12432900,none
12433000,none
12433800,none
12434701,none
12441601,none
12441700,none
12450200,none
12450701,none

